2024-07-22 22:32:30.0328|0|DEBUG|UserRegistration.Program|init main |url: |action: 
2024-07-22 22:32:31.0308|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: https://localhost:7087 |url: |action: 
2024-07-22 22:32:31.0368|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5141 |url: |action: 
2024-07-22 22:32:31.0368|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-07-22 22:32:31.0368|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-07-22 22:32:31.0368|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\junya\source\repos\UserRegistration\UserRegistration |url: |action: 
2024-07-22 22:34:09.9128|0|DEBUG|UserRegistration.Program|init main |url: |action: 
2024-07-22 22:34:10.6202|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: https://localhost:7087 |url: |action: 
2024-07-22 22:34:10.6202|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5141 |url: |action: 
2024-07-22 22:34:10.6202|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-07-22 22:34:10.6202|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-07-22 22:34:10.6305|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\junya\source\repos\UserRegistration\UserRegistration |url: |action: 
2024-07-22 22:42:14.1058|0|DEBUG|UserRegistration.Program|init main |url: |action: 
2024-07-22 22:42:15.1256|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: https://localhost:7087 |url: |action: 
2024-07-22 22:42:15.1328|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5141 |url: |action: 
2024-07-22 22:42:15.1328|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-07-22 22:42:15.1328|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-07-22 22:42:15.1328|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\junya\source\repos\UserRegistration\UserRegistration |url: |action: 
2024-07-22 22:43:40.0855|0|DEBUG|UserRegistration.Program|init main |url: |action: 
2024-07-22 22:43:40.8547|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: https://localhost:7087 |url: |action: 
2024-07-22 22:43:40.8658|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5141 |url: |action: 
